Name,Gender,Name_RU
Kaiden,boy,Кайден
Sincere,boy,Искренний
Maximus,boy,Максимус
Xzavier,boy,Ксавьер
Blaze,boy,Блейз
Gaige,boy,Гейдж
London,boy,Лондон
Keshaun,boy,Кешаун
Sabastian,boy,Сабастьян
Kavon,boy,Кавон
Kian,boy,Киан
Brodie,boy,Броди
Jaeden,boy,Джейден
Javion,boy,Джавион
Jamir,boy,Джамир
Maxim,boy,Максим
Alexzander,boy,Александр
Kamren,boy,Камрен
Zander,boy,Зандер
Dayne,boy,Дейн
Isaak,boy,Исаак
Jaheim,boy,Яхайм
Jagger,boy,Джаггер
Oswaldo,boy,Освальдо
Ronan,boy,Ронан
Haden,boy,Хейден
Jadyn,boy,Джадин
Immanuel,boy,Иммануэль
Alijah,boy,Алиджа
Jakobe,boy,Якобе
Imanol,boy,Иманол
Jordyn,boy,Джордин
Zain,boy,Зейн
Yusuf,boy,Юсуф
Gavyn,boy,Гэвин
Pranav,boy,Пранав
Yehuda,boy,Иегуда
Daunte,boy,Даунте
Caiden,boy,Кайден
Arjun,boy,Арджун
Jahiem,boy,Джахим
Zavier,boy,Завьер
Mustafa,boy,Мустафа
Rylee,boy,Райли
Giovani,boy,Джовани
Jovanni,boy,Джованни
Omarion,boy,Омарион
Yahir,boy,Яхир
Amarion,boy,Амарион
Gael,boy,Гаэль
Cael,boy,Сил
Treyton,boy,Трейтон
Aryan,boy,ариец
Jaheem,boy,Джахим
Malakai,boy,Малакай
Javen,boy,Джавен
Lisandro,boy,Лисандро
Santino,boy,Сантино
Adriel,boy,Адриэль
Ethen,boy,Этен
Luc,boy,Люк
Maximo,boy,Максимо
Cason,boy,Кейсон
Gannon,boy,Гэннон
Jaquez,boy,Жакес
Bradyn,boy,Брадин
Jase,boy,Джейс
Zayne,boy,Зейн
Osbaldo,boy,Осбальдо
Maddox,boy,Мэддокс
Jamarion,boy,Джамарион
Yair,boy,Яир
Aydan,boy,Айдан
Konner,boy,Коннер
Damarion,boy,Дамарион
Jahir,boy,Джахир
Enzo,boy,Энцо
Cannon,boy,Пушка
Kamari,boy,Камари
Kaeden,boy,Кейден
Ryker,boy,Райкер
Soren,boy,Сорен
Mordechai,boy,Мордехай
Cristofer,boy,Кристофер
Ryland,boy,Райланд
Zaid,boy,Заид
Arnav,boy,Арнав
Canyon,boy,Каньон
Kanye,boy,Канье
Kyan,boy,Киан
Cohen,boy,Коэн
Braylon,boy,Брейлон
Davian,boy,Дэвиан
Jaidyn,boy,Джайдин
Demarion,boy,Демарион
Landyn,boy,Ландын
Luka,boy,Лука
Braulio,boy,Браулио
Andon,boy,Андон
Aydin,boy,Айдын
Matias,boy,Матиас
Jaydin,boy,Джейдин
Deacon,boy,Диакон
Teagan,boy,Тиган
Kamden,boy,Камден
Malaki,boy,Малаки
Koda,boy,Кода
Rhys,boy,Рис
Haiden,boy,Хайден
Tayshaun,boy,Тайшаун
Jayvon,boy,Джейвон
Trenten,boy,Трентен
Rishi,boy,Риши
Kason,boy,Кейсон
Talan,boy,Талан
Amare,boy,Амаре
Makai,boy,Макай
Braylen,boy,Брайлен
Kadyn,boy,Кадын
Leandro,boy,Леандро
Aedan,boy,Эдан
Finnegan,boy,Финнеган
Karter,boy,Картер
Damari,boy,Дамари
Messiah,boy,Мессия
Makhi,boy,Махи
Camryn,boy,Камрин
Gauge,boy,Измерять
Jax,boy,Джакс
Adin,boy,Адин
Krish,boy,Криш
Yandel,boy,Яндель
Beckett,boy,Беккет
Kael,boy,Кель
Bode,boy,Боде
Koen,boy,Коэн
Zayden,boy,Зейден
Santana,boy,Сантана
Landin,boy,Ландин
Talen,boy,Тален
Kasen,boy,Касен
Aidyn,boy,Айдын
Jasiah,boy,Ясия
Memphis,boy,Мемфис
Kingston,boy,Кингстон
Landan,boy,Ландан
Case,boy,Случай
Coen,boy,Коэн
Izayah,boy,Изая
Anders,boy,Андерс
Brogan,boy,Броган
Madden,boy,Мэдден
Slade,boy,Слэйд
Kellan,boy,Келлан
Jaydan,boy,Джейдан
Nery,boy,Нери
Rayan,boy,Райан
Dereon,boy,Дереон
Yael,boy,Яэль
Raiden,boy,Райден
Nikolai,boy,Николай
Yurem,boy,Юрем
Lyric,boy,Лирика
Kelan,boy,Келан
Tegan,boy,Теган
Kamryn,boy,Камрин
Jayvion,boy,Джейвион
Ronin,boy,Ронин
Daxton,boy,Дакстон
Aaden,boy,Ааден
Chace,boy,Чейс
Marley,boy,Марли
Kash,boy,Каш
Kymani,boy,Кимани
Ishaan,boy,Ишаан
Jadiel,boy,Джадиэль
Urijah,boy,Юрайя
Eden,boy,Эдэн
Zaiden,boy,Зайден
Ayaan,boy,Аяан
Aarav,boy,Арав
Tripp,boy,Трипп
Geovanni,boy,Джованни
Yadiel,boy,Ядиэль
Kyson,boy,Кайсон
Callum,boy,Каллум
Deegan,boy,Диган
Lennon,boy,Леннон
Abdiel,boy,Абдиэль
Carsen,boy,Карсен
Kolten,boy,Колтен
Stella,girl,Стелла
Sallie,girl,Салли
Nettie,girl,Нетти
Etta,girl,Этта
Harriet,girl,Гарриет
Sadie,girl,Сэди
Katie,girl,Кэти
Lydia,girl,Лидия
Kate,girl,Кейт
Mollie,girl,Молли
Lulu,girl,Лулу
Nannie,girl,Нэнни
Lottie,girl,Лотти
Belle,girl,Белль
Charlotte,girl,Шарлотта
Amelia,girl,Амелия
Hannah,girl,Ханна
Jane,girl,Джейн
Emily,girl,Эмили
Matilda,girl,Матильда
Henrietta,girl,Генриетта
Sara,girl,Сара
Estella,girl,Эстелла
Theresa,girl,Тереза
Josie,girl,Джози
Sophia,girl,София
Anne,girl,Энн
Delia,girl,Делия
Louisa,girl,Луиза
Mayme,girl,Мэйм
Estelle,girl,Эстель
Nina,girl,Нина
Bettie,girl,Бетти
Luella,girl,Луэлла
Inez,girl,Инес
Lela,girl,Лела
Rosie,girl,Рози
Millie,girl,Милли
Janie,girl,Джени
Cornelia,girl,Корнелия
Victoria,girl,Виктория
Celia,girl,Селия
Christine,girl,Кристин
Birdie,girl,Птичка
Harriett,girl,Харриетт
Mable,girl,Мейбл
Myra,girl,Майра
Sophie,girl,Софи
Tillie,girl,Тилли
Isabel,girl,Изабель
Sylvia,girl,Сильвия
Isabelle,girl,Изабель
Leila,girl,Лейла
Sally,girl,Салли
Ina,girl,Инна
Nell,girl,Нелл
Alberta,girl,Альберта
Katharine,girl,Кэтрин
Rena,girl,Рена
Mina,girl,Мина
Mathilda,girl,Матильда
Dollie,girl,Долли
Hettie,girl,Хетти
Fanny,girl,Фанни
Lenora,girl,Ленора
Adelaide,girl,Аделаида
Lelia,girl,Леля
Nelle,girl,Нелле
Sue,girl,Сью
Johanna,girl,Джоанна
Lilly,girl,Лилли
Lucinda,girl,Люсинда
Minerva,girl,Минерва
Lettie,girl,Лэтти
Roxie,girl,Рокси
Helena,girl,Хелена
Hilda,girl,Хильда
Hulda,girl,Хульда
Genevieve,girl,Женевьева
Cordelia,girl,Корделия
Jeanette,girl,Жанетт
Adeline,girl,Аделина
Leah,girl,Лия
Lura,girl,Лура
Mittie,girl,Митти
Isabella,girl,Изабелла
Olga,girl,Ольга
Phoebe,girl,Фиби
Teresa,girl,Тереза
Lida,girl,Лида
Lina,girl,Лина
Marguerite,girl,Маргарита
Claudia,girl,Клаудия
Cecelia,girl,Сесилия
Bess,girl,Бесс
Emilie,girl,Эмили
Rosetta,girl,Розетта
Myrtie,girl,Мирти
Cecilia,girl,Сесилия
Olivia,girl,Оливия
Ophelia,girl,Офелия
Elnora,girl,Эльнора
Violet,girl,Фиолетовый
Adele,girl,Адель
Lily,girl,Лили
Loretta,girl,Лоретта
Madge,girl,Мэдж
Polly,girl,Полли
Eugenia,girl,Евгения
Lucile,girl,Люсиль
Mabelle,girl,Мэйбель
Rosalie,girl,Розали
Kittie,girl,Китти
Meta,girl,Мета
Angie,girl,Энджи
Georgiana,girl,Джорджиана
Lila,girl,Лила
Regina,girl,Регина
Selma,girl,Сельма
Wilhelmina,girl,Вильгельмина
Bridget,girl,Бриджит
Lilla,girl,Лилла
Malinda,girl,Малинда
Vina,girl,Вина
Freda,girl,Фреда
Gertie,girl,Герти
Jeannette,girl,Жаннетт
Louella,girl,Луэлла
Mandy,girl,Мэнди
Roberta,girl,Роберта
Corinne,girl,Коринн
Lyda,girl,Лида
Naomi,girl,Наоми
Norma,girl,Норма
Margie,girl,Марджи
Nona,girl,Нона
Zella,girl,Зелла
Dovie,girl,Дови
Elvira,girl,Эльвира
Erma,girl,Эрма
Irma,girl,Ирма
Leota,girl,Леота
Blanch,girl,Бланш
Charity,girl,Черити
Lorena,girl,Лорена
Lucretia,girl,Лукреция
Orpha,girl,Орфа
Alvina,girl,Альвина
Annette,girl,Аннет
Catharine,girl,Катарина
Elma,girl,Эльма
Geneva,girl,Женева
Leora,girl,Леора
Lona,girl,Лона
Miriam,girl,Мириам
Zora,girl,Зора
Octavia,girl,Октавия
Sudie,girl,Сьюди
Zula,girl,Зула
Adella,girl,Аделла
Frieda,girl,Фрида
Joanna,girl,Джоанна
Leonora,girl,Леонора
Priscilla,girl,Присцилла
Tennie,girl,Тенни
Angeline,girl,Анджелина
Docia,girl,Досия
Ettie,girl,Этти
Flossie,girl,Флосси
Hanna,girl,Ханна
Letha,girl,Лета
Minta,girl,Минта
Retta,girl,Ретта
Rosella,girl,Розелла
Adah,girl,Ада
Berta,girl,Берта
Elisabeth,girl,Элизабет
Elise,girl,Элиза
Leola,girl,Леола
Margret,girl,Маргрет
Adaline,girl,Адалин
Idella,girl,Иделла
Juanita,girl,Хуанита
Lenna,girl,Ленна
Lucie,girl,Люси
Missouri,girl,Миссури
Nola,girl,Нола
Zoe,girl,Зои
Eda,girl,Эда
Isabell,girl,Изабель
Julie,girl,Джули
Letitia,girl,Летиция
Madeline,girl,Мэдлин
Malissa,girl,Малисса
Mariah,girl,Мэрайя
Pattie,girl,Пэтти
Almeda,girl,Альмеда
Aurelia,girl,Аурелия
Dolly,girl,Долли
Jannie,girl,Дженни
Kathrine,girl,Кэтрин
Lavinia,girl,Лавиния
Marietta,girl,Мариетта
Melvina,girl,Мельвина
Ona,girl,Она
Pinkie,girl,Пинки
Susanna,girl,Сюзанна
Chloe,girl,Хлоя
Elsa,girl,Эльза
Matie,girl,Мэти
Pearle,girl,Перле
Vesta,girl,Веста
Vinnie,girl,Винни
Antoinette,girl,Антуанетта
Clementine,girl,Клементина
Edythe,girl,Эдит
Harriette,girl,Харриетта
Libbie,girl,Либби
Lilian,girl,Лилиан
Lutie,girl,Люти
Magdalena,girl,Магдалена
Meda,girl,Меда
Rita,girl,Рита
Tena,girl,Тена
Zelma,girl,Зельма
Adelia,girl,Аделия
Annetta,girl,Аннетта
Dona,girl,Дона
Elizebeth,girl,Элизабет
Georgianna,girl,Джорджианна
Gracie,girl,Грейси
Iona,girl,Иона
Leta,girl,Лета
Liza,girl,Лиза
Mertie,girl,Мерти
Molly,girl,Молли
Neva,girl,Нева
Oma,girl,Ома
Alida,girl,Алида
Cecile,girl,Сесиль
Ernestine,girl,Эрнестина
Evie,girl,Иви
Helene,girl,Хелен
Minna,girl,Минна
Myrta,girl,Мирта
Prudence,girl,Пруденс
Queen,girl,Квин
Rilla,girl,Рилла
Savannah,girl,Саванна
Tessie,girl,Тесси
Agatha,girl,Агата
America,girl,Америка
Anita,girl,Анита
Arminta,girl,Арминта
Dorothea,girl,Доротея
Luvenia,girl,Лувения
Marjorie,girl,Марджори
Maybelle,girl,Мейбель
Mellie,girl,Мелли
Nan,girl,Нэн
Velma,girl,Велма
Constance,girl,Констанция
Ila,girl,Ила
Iola,girl,Иола
Louvenia,girl,Лувения
Lucia,girl,Люсия
Ludie,girl,Люди
Luna,girl,Луна
Metta,girl,Метта
Phebe,girl,Фиби
Sophronia,girl,Софрония
Adda,girl,Адда
Avis,girl,Авис
Betsy,girl,Бетси
Cordie,girl,Корди
Emmaline,girl,Эммалин
Ethelyn,girl,Этелин
Hortense,girl,Гортензия
Marcella,girl,Марселла
Melinda,girl,Мелинда
Mona,girl,Мона
Odessa,girl,Одесса
Veronica,girl,Вероника
Aimee,girl,Эйми
Annabel,girl,Аннабель
Ava,girl,Ава
Bella,girl,Белла
Carolina,girl,Каролина
Cathrine,girl,Катрин
Christena,girl,Кристена
Dena,girl,Дена
Eleanore,girl,Элеонора
Elmira,girl,Эльмира
Jenny,girl,Дженни
Kizzie,girl,Киззи
Loula,girl,Лула
Magdalene,girl,Магдалина
Mettie,girl,Метти
Mintie,girl,Минти
Peggy,girl,Пегги
Reba,girl,Реба
Serena,girl,Серена
Vida,girl,Вида
Zada,girl,Зада
Abigail,girl,Эбигейл
Celestine,girl,Селестина
Celina,girl,Селина
Daisie,girl,Дейзи
Dessa,girl,Десса
Easter,girl,Пасха
Emelia,girl,Емелия
Emmie,girl,Эмми
Imogene,girl,Имоджин
India,girl,Индия
Jeanne,girl,Жанна
Lenore,girl,Ленор
Liddie,girl,Лидди
Lotta,girl,Лотта
Mame,girl,Маме
Nevada,girl,Невада
Rachael,girl,Рэйчел
Sina,girl,Сина
Willa,girl,Вилла
Aline,girl,Алина
Daisey,girl,Дейзи
Dorcas,girl,Доркас
Edmonia,girl,Эдмония
Effa,girl,Эффа
Eldora,girl,Эльдора
Eloise,girl,Элоиза
Emmer,girl,Эммер
Era,girl,Эра
Gena,girl,Гена
Iris,girl,Ирис
Izora,girl,Изора
Lissie,girl,Лисси
Mallie,girl,Мэлли
Malvina,girl,Мальвина
Mathilde,girl,Матильда
Mazie,girl,Мази
Queenie,girl,Куини
Rosina,girl,Розина
Salome,girl,Саломея
Theodora,girl,Теодора
Therese,girl,Тереза
Vena,girl,Вена
Wanda,girl,Ванда
Wilda,girl,Вильда
Altha,girl,Альта
Anastasia,girl,Анастасия
Besse,girl,Бесс
Birtie,girl,Бирти
Clarissa,girl,Кларисса
Delilah,girl,Далила
Diana,girl,Диана
Emelie,girl,Эмели
Erna,girl,Эрна
Florida,girl,Флорида
Frona,girl,Фрона
Hilma,girl,Хильма
Juliet,girl,Джульетта
Leonie,girl,Леони
Lugenia,girl,Лугения
Mammie,girl,мамочка
Manda,girl,Манда
Manerva,girl,Манерва
Manie,girl,Мани
Nella,girl,Нелла
Paulina,girl,Полина
Philomena,girl,Филомена
Selina,girl,Селина
Sena,girl,Сена
Theodosia,girl,Феодосия
Una,girl,Уна
Adela,girl,Адела
Althea,girl,Алтея
Amalia,girl,Амалия
Amber,girl,Эмбер
Angelina,girl,Ангелина
Annabelle,girl,Аннабель
Anner,girl,Эннер
Arie,girl,Эйри
Clarice,girl,Клариса
Corda,girl,Корда
Corrie,girl,Корри
Dellar,girl,Деллар
Donie,girl,Дони
Elda,girl,Эльда
Elinor,girl,Элинор
Emeline,girl,Эмелин
Emilia,girl,Эмилия
Etha,girl,Эта
Indiana,girl,Индиана
Ione,girl,Ионе
Josiephine,girl,Жозефина
Kitty,girl,Китти
Lavina,girl,Лавина
Leda,girl,Леда
Letta,girl,Летта
Mahala,girl,Махала
Marcia,girl,Марсия
Margarette,girl,Маргарет
Maudie,girl,Моди
Maye,girl,Мэй
Norah,girl,Нора
Patty,girl,Пэтти
Paula,girl,Паула
Permelia,girl,Пермелия
Rosalia,girl,Розалия
Roxanna,girl,Роксанна
Sula,girl,Сула
Vada,girl,Вада
Winnifred,girl,Уиннифред
Adline,girl,Адлин
Almira,girl,Альмира
Alvena,girl,Альвена
Arizona,girl,Аризона
Becky,girl,Бекки
Bernadette,girl,Бернадетт
Cordia,girl,Кордия
Corine,girl,Корин
Dicie,girl,Дайси
Dove,girl,Голубь
Drusilla,girl,Друзилла
Elena,girl,Елена
Elenora,girl,Эленора
Elmina,girl,Эльмина
Ethyl,girl,Этил
Evalyn,girl,Эвелин
Evelina,girl,Эвелина
Faye,girl,Фэй
Huldah,girl,Хульда
Idell,girl,Иделл
Inga,girl,Инга
Irena,girl,Ирена
Kattie,girl,Кэти
Lavenia,girl,Лавения
Lovina,girl,Ловина
Lulie,girl,Люли
Magnolia,girl,Магнолия
Margeret,girl,Маржерет
Margery,girl,Марджери
Media,girl,СМИ
Millicent,girl,Миллисент
Nena,girl,Нена
Orilla,girl,Орилла
Pansy,girl,Панси
Rosia,girl,Розя
Rowena,girl,Ровена
Tabitha,girl,Табита
Verdie,girl,Верди
Zetta,girl,Зетта
Zoa,girl,Зоа
Zona,girl,Зона
Albertina,girl,Альбертина
Albina,girl,Альбина
Alyce,girl,Алиса
Amie,girl,Эми
Annis,girl,Аннис
Carra,girl,Карра
Clarinda,girl,Кларинда
Delphia,girl,Дельфия
Dillie,girl,Дилли
Doshie,girl,Доши
Drucilla,girl,Друцилла
Etna,girl,Этна
Eugenie,girl,Евгения
Eulalia,girl,Евлалия
Eve,girl,Эв
Felicia,girl,Фелисия
Florance,girl,Флоренция
Fronie,girl,Фрони
Geraldine,girl,Джеральдин
Gina,girl,Джина
Glenna,girl,Гленна
Grayce,girl,Грейс
Hedwig,girl,Хедвиг
Jossie,girl,Джосси
Katheryn,girl,Кэтрин
Katy,girl,Кэти
Leanna,girl,Леанна
Leitha,girl,Лейта
Leone,girl,Леоне
Lidie,girl,Лиди
Loma,girl,Лома
Lular,girl,Лулар
Magdalen,girl,Магдалина
Maymie,girl,Мэйми
Minervia,girl,Минервия
Muriel,girl,Мюриэль
Neppie,girl,Неппи
Onie,girl,Они
Osa,girl,Оса
Otelia,girl,Отельия
Paralee,girl,Парали
Patience,girl,Пэйшенс
Rella,girl,Релла
Rillie,girl,Рилли
Rosanna,girl,Розанна
Tilda,girl,Тильда
Tishie,girl,Тиши
Tressa,girl,Тресса
Viva,girl,Вива
Yetta,girl,Йетта
Zena,girl,Зена
Zola,girl,Золя
Abby,girl,Эбби
Aileen,girl,Эйлин
Alda,girl,Альда
Alla,girl,Алла
Alverta,girl,Альверта
Ara,girl,Ара
Ardelia,girl,Арделия
Ardella,girl,Арделла
Arrie,girl,Арри
Arvilla,girl,Арвилла
Aurora,girl,Аврора
Bama,girl,Бама
Bena,girl,Бена
Calla,girl,Калла
Camilla,girl,Камилла
Carlotta,girl,Карлотта
Celestia,girl,Селестия
Cherry,girl,вишня
Cinda,girl,Синда
Classie,girl,классный
Claudine,girl,Клодин
Clemie,girl,Клеми
Clyda,girl,Клайда
Creola,girl,Креола
Debbie,girl,Дебби
Dinah,girl,Дина
Doshia,girl,Дошиа
Ednah,girl,Эдна
Edyth,girl,Эдит
Eleanora,girl,Элеонора
Electa,girl,Электа
Eola,girl,Эола
Eudora,girl,Юдора
Euphemia,girl,Евфимия
Evalena,girl,Эвалена
Evaline,girl,Эвалин
Faith,girl,Вера
Fidelia,girl,Фиделия
Golda,girl,Голда
Helma,girl,Хельма
Hermine,girl,Гермина
Hessie,girl,Хесси
Ivah,girl,Ива
Janette,girl,Джанетт
Jennette,girl,Дженнетт
Joella,girl,Джоэлла
Kathryne,girl,Кэтрин
Lanie,girl,Лэни
Lauretta,girl,Лауретта
Leana,girl,Леана
Leatha,girl,Леата
Liller,girl,Лиллер
Lillis,girl,Лиллис
Louetta,girl,Луэтта
Madie,girl,Мэди
Mai,girl,Май
Martina,girl,Мартина
Maryann,girl,Мэриэнн
Melva,girl,Мельва
Mena,girl,Мена
Mercedes,girl,Мерседес
Mima,girl,Мима
Minda,girl,Минда
Monica,girl,Моника
Nealie,girl,Нили
Netta,girl,Нетта
Nolia,girl,Нолия
Nonie,girl,Нони
Odelia,girl,Оделия
Ottilie,girl,Оттилия
Phyllis,girl,Филлис
Sabina,girl,Сабина
Sada,girl,Сада
Suzanne,girl,Сюзанна
Sybilla,girl,Сибилла
Thea,girl,Тея
Tressie,girl,Тресси
Vallie,girl,Валли
Venie,girl,Вени
Viney,girl,Вайни
Wilhelmine,girl,Вильгельмина
Winona,girl,Вайнона
Zelda,girl,Зельда
Zilpha,girl,Зилфа
Adelle,girl,Адель
Adina,girl,Адина
Adrienne,girl,Эдриенн
Albertine,girl,Альбертина
Alys,girl,Элис
Ana,girl,Ана
Araminta,girl,Араминта
Birtha,girl,Биртха
Bulah,girl,Була
Caddie,girl,Кэдди
Celie,girl,Сели
Charlotta,girl,Шарлотта
Concepcion,girl,Зачатие
Cordella,girl,Корделла
Corrine,girl,Коррин
Delila,girl,Делила
Delphine,girl,Дельфин
Dosha,girl,Доша
Elaine,girl,Элейн
Elisa,girl,Элиза
Ellar,girl,Эллар
Elmire,girl,Элмир
Elvina,girl,Эльвина
Ena,girl,Эна
Estie,girl,Эсти
Etter,girl,Эттер
Fronnie,girl,Фронни
Georgina,girl,Джорджина
Gracia,girl,Грасия
Gwendolyn,girl,Гвендолин
Hassie,girl,Хэсси
Honora,girl,Онора
Icy,girl,Айси
Isa,girl,Иса
Isadora,girl,Айседора
Johannah,girl,Джоанна
Juana,girl,Хуана
Junie,girl,Джуни
Lavonia,girl,Лавония
Lella,girl,Лелла
Lemma,girl,Лемма
Letty,girl,Летти
Linna,girl,Линна
Littie,girl,Литти
Lollie,girl,Лолли
Lorene,girl,Лорен
Lovisa,girl,Ловиса
Lucina,girl,Лючина
Madora,girl,Мадора
Mahalia,girl,Махалия
Manervia,girl,Манервия
Manuela,girl,Мануэла
Margarett,girl,Маргаретт
Margaretta,girl,Маргаретта
Margarita,girl,Маргарита
Marilla,girl,Марилла
Mignon,girl,Миньон
Mozella,girl,Мозелла
Natalie,girl,Натали
Nelia,girl,Неля
Nolie,girl,Ноли
Omie,girl,Оми
Ottilia,girl,Оттилия
Parthenia,girl,Парфения
Penelope,girl,Пенелопа
Pinkey,girl,Пинки
Pollie,girl,Полли
Rennie,girl,Ренни
Reta,girl,Рета
Roena,girl,Роэна
Rosalee,girl,Розали
Roseanna,girl,Розанна
Ruthie,girl,Рути
Sabra,girl,Сабра
Sannie,girl,Санни
Selena,girl,Селена
Sibyl,girl,Сивилла
Tella,girl,Телла
Tempie,girl,Темпи
Tennessee,girl,Теннесси
Teressa,girl,Тересса
Texas,girl,Техас
Theda,girl,Теда
Thursa,girl,Турса
Ula,girl,Ула
Vannie,girl,Ванни
Verona,girl,Верона
Vertie,girl,Верти
Wilma,girl,Вильма
Adell,girl,Аделл
Aggie,girl,Эгги
Alcie,girl,Элси
Alfreda,girl,Альфреда
Alicia,girl,Алисия
Allene,girl,Аллен
Almyra,girl,Альмира
Anastacia,girl,Анастейша
Aria,girl,Ария
Arminda,girl,Арминда
Aura,girl,Аура
Avie,girl,Ави
Berdie,girl,Берди
Buena,girl,Буэна
Calista,girl,Калиста
Cammie,girl,Кэмми
Cara,girl,Кара
Celesta,girl,Селеста
Celeste,girl,Селеста
Chaney,girl,Чейни
Chanie,girl,Чани
Charlottie,girl,Шарлотти
Chrissie,girl,Крисси
Christene,girl,Кристина
Christiana,girl,Кристиана
Cleora,girl,Клеора
Clora,girl,Клора
Coralie,girl,Корали
Dayse,girl,Дайс
Delfina,girl,Дельфина
Deliah,girl,Делия
Delina,girl,Делина
Delle,girl,Делле
Dicy,girl,Дайси
Donia,girl,Дония
Dulcie,girl,Дульси
Edwina,girl,Эдвина
Ela,girl,Эла
Eleonora,girl,Элеонора
Elta,girl,Эльта
Elzada,girl,Эльзада
Emaline,girl,Эмалин
Eulah,girl,Юла
Eulalie,girl,Евлалия
Euna,girl,Юна
Zadie,girl,Зади
Eveline,girl,Эвелин
Lelah,girl,Лела
Nanie,girl,Нани
Petra,girl,Петра
Glennie,girl,Гленни
Juliette,girl,Джульетта
Mercy,girl,Милосердие
Miranda,girl,Миранда
Nana,girl,Нана
Zilpah,girl,Зелпа
Almedia,girl,Альмедиа
Byrdie,girl,Берди
Claribel,girl,Кларибель
Coral,girl,Коралл
Exie,girl,Экси
Malissie,girl,Малисси
Myrtice,girl,Миртис
Narcissus,girl,Нарцисс
Rosamond,girl,Розамонд
Theresia,girl,Терезия
Valeria,girl,Валерия
Vessie,girl,Весси
Victorine,girl,Викторина
Arabella,girl,Арабелла
Dottie,girl,Дотти
Flo,girl,Фло
Fredericka,girl,Фредерика
Gusta,girl,Густа
Icie,girl,Айси
Lillia,girl,Лилия
Lota,girl,Лота
Nathalie,girl,Натали
Nita,girl,Нита
Ota,girl,Ота
Ramona,girl,Рамона
Texie,girl,Текси
Zillah,girl,Зилла
Aida,girl,Аида
Arra,girl,Арра
Belva,girl,Бельва
Biddie,girl,Бидди
Bula,girl,Була
Carry,girl,Нести
Crete,girl,Крит
Dossie,girl,Досси
Evangeline,girl,Эванджелин
Flavia,girl,Флавия
Fleta,girl,Флета
Fronia,girl,Фрония
Gillie,girl,Джилли
Jinnie,girl,Джинни
Katharina,girl,Катарина
Mirtie,girl,Мирти
Mora,girl,Мора
Ninnie,girl,Нинни
Rettie,girl,Ретти
Rozella,girl,Розелла
Sofia,girl,София
Sybil,girl,Сибилла
Sylvania,girl,Сильвания
Tilla,girl,Тилла
Ursula,girl,Урсула
Veda,girl,Веда
Zaida,girl,Зайда
Zenobia,girl,Зенобия
Aletha,girl,Алета
Ason,girl,Асон
Bina,girl,Бина
Chloie,girl,Хлоя
Christie,girl,Кристи
Corean,girl,корейский
Corinna,girl,Коринна
Elodie,girl,Элоди
Epsie,girl,Эпси
Exa,girl,Экса
Georgine,girl,Джорджина
Gretta,girl,Гретта
Henriette,girl,Генриетта
Jemima,girl,Джемайма
Jo,girl,Джо
Josefa,girl,Йозефа
Juliana,girl,Юлиана
Katharyn,girl,Кэтрин
Lavada,girl,Лавада
Leonore,girl,Леонора
Levina,girl,Левина
Libby,girl,Либби
Lilie,girl,Лили
Louanna,girl,Луанна
Mabell,girl,Мэйбл
Madeleine,girl,Мадлен
Marinda,girl,Маринда
Mila,girl,Мила
Neta,girl,Нета
Orlena,girl,Орлена
Ozella,girl,Озелла
Ressie,girl,Ресси
Rosena,girl,Розена
Rosey,girl,Рози
Senora,girl,Сеньора
Siddie,girl,Сидди
Susana,girl,Сусана
Susanne,girl,Сюзанна
Texanna,girl,Техаса
Tiney,girl,Тайни
Tinie,girl,Тайни
Tiny,girl,Крошечный
Achsah,girl,Ахса
Agness,girl,Агнесс
Ala,girl,Ала
Alabama,girl,Алабама
Alexina,girl,Алексина
Altie,girl,Алти
Ama,girl,Ама
Amalie,girl,Амалия
Amelie,girl,Амели
Amey,girl,Эми
Amma,girl,Амма
Ammie,girl,Эмми
Anie,girl,Эни
Annabell,girl,Аннабель
Arta,girl,Арта
Attie,girl,Этти
Audra,girl,Одра
Azzie,girl,Аззи
Cathryn,girl,Кэтрин
Cena,girl,Сина
Chestina,girl,Честина
Crissie,girl,Крисси
Cyntha,girl,Синта
Daisye,girl,Дейзи
Dellia,girl,Деллия
Delta,girl,Дельта
Dema,girl,Дема
Dezzie,girl,Деззи
Dola,girl,Дола
Dollye,girl,Долли
Eithel,girl,Эйтель
Elba,girl,Эльба
Elfrieda,girl,Эльфрида
Elna,girl,Элна
Emogene,girl,Эмоджин
Enola,girl,Энола
Verda,girl,Верда
Gretchen,girl,Гретхен
Hermina,girl,Гермина
Nelly,girl,Нелли
Eller,girl,Эллер
Hetty,girl,Хетти
Luetta,girl,Луэтта
Pennie,girl,Пенни
Rosemary,girl,Розмари
Beckie,girl,Бекки
Buna,girl,Буна
Caldonia,girl,Кальдония
Candace,girl,Кэндис
Edla,girl,Эдла
Florrie,girl,Флорри
Luisa,girl,Луиза
Myrtis,girl,Миртис
Trudie,girl,Труди
Agusta,girl,Агуста
Alphonsine,girl,Альфонсин
Dellie,girl,Делли
Delpha,girl,Дельфа
Kathyrn,girl,Кэтрин
Loretto,girl,Лоретто
Lucindy,girl,Люсинди
Maybell,girl,Мэйбелл
Odile,girl,Одиллия
Orah,girl,Ора
Prudie,girl,Пруди
Rhea,girl,Рея
Rinda,girl,Ринда
Rosy,girl,Розовый
